,0,1,2,3
388,50,50,50,0
389,50,50,50,0
390,50,50,50,0
391,50,50,50,0
392,50,50,50,0
393,50,50,50,0
394,50,50,50,0
395,50,50,50,0
396,50,50,50,0
397,50,50,50,0
398,50,50,50,0
399,50,50,50,0
400,50,50,50,0
401,50,50,50,0
402,50,50,50,0
403,50,50,50,0
404,50,50,50,0
405,50,50,50,0
406,50,50,50,0
407,50,50,50,0
408,50,50,50,0
409,50,50,50,0
410,50,50,50,0
411,50,50,46,0
412,50,50,50,0
413,50,50,50,0
414,50,50,50,0
415,50,50,50,0
416,50,50,50,0
417,50,50,50,0
418,50,50,50,0
419,50,50,50,0
420,50,50,50,0
421,50,50,50,0
422,50,50,50,0
423,50,50,50,0
424,50,50,50,0
425,50,50,50,0
426,50,50,50,0
427,50,50,50,0
428,50,50,50,0
429,50,50,50,0
430,50,50,50,0
431,50,50,50,0
432,50,50,50,0
433,50,50,50,0
434,50,50,50,0
435,50,50,50,0
436,50,50,50,0
437,50,50,50,0
438,50,50,50,0
439,50,50,50,0
440,50,50,50,0
441,50,50,50,0
442,50,50,50,0
443,50,50,50,0
444,50,50,50,0
445,50,50,50,0
446,50,50,50,0
447,50,50,50,0
448,50,50,48,0
449,50,50,50,0
450,50,50,50,0
451,50,50,50,0
452,50,50,50,0
453,50,50,50,0
454,50,50,50,0
455,50,50,50,0
456,50,50,50,0
457,50,50,50,0
458,50,50,50,0
459,50,50,50,0
460,50,50,50,0
461,50,50,50,0
462,50,50,50,0
463,50,50,50,0
464,50,50,50,0
465,50,50,50,0
466,50,50,50,0
467,50,50,50,0
468,50,50,50,0
469,50,50,50,0
470,50,50,50,0
471,50,50,50,0
472,50,50,50,0
473,50,50,50,0
474,50,50,50,0
475,50,50,50,0
476,50,50,50,0
477,50,50,50,0
478,50,50,50,0
479,50,50,50,0
480,50,50,50,0
481,50,50,50,0
482,50,50,50,0
483,50,50,50,0
484,50,50,50,0
485,50,50,50,0
486,50,50,50,0
487,50,50,50,0
488,50,50,50,0
489,50,50,50,0
490,50,50,50,0
491,50,50,50,0
492,50,50,50,0
493,50,50,50,0
494,50,50,50,0
495,50,50,50,0
496,50,50,50,0
497,50,50,50,0
498,50,50,50,0
499,50,50,50,0
500,50,50,50,0
501,50,50,50,0
502,50,50,50,0
503,50,50,50,0
504,50,50,50,0
505,50,50,50,0
506,50,50,50,0
507,50,50,50,0
508,50,50,50,0
509,50,50,50,0
510,50,50,48,0
511,50,50,50,0
512,50,50,50,0
513,50,50,50,0
514,50,50,50,0
515,50,50,50,0
516,50,50,50,0
517,50,50,50,0
518,50,50,50,0
519,50,50,50,0
520,50,50,50,0
521,50,50,50,0
522,50,50,50,0
523,50,50,50,0
524,50,50,50,0
525,50,50,50,0
526,50,50,50,0
527,50,50,50,0
528,50,50,50,0
529,50,50,50,0
530,50,50,50,0
531,50,50,50,0
532,50,50,50,0
533,50,50,50,0
534,50,50,50,0
535,50,50,50,0
536,50,50,50,0
537,50,50,50,0
538,50,50,50,0
539,50,50,50,0
540,50,50,50,0
541,50,50,50,0
542,50,50,50,0
543,50,50,50,0
544,50,50,50,0
545,50,50,50,0
546,50,50,50,0
547,50,50,50,0
548,50,50,50,0
549,50,50,50,0
550,50,50,50,0
551,50,50,50,0
552,50,50,50,0
553,50,50,50,0
554,50,50,50,0
555,50,50,50,0
556,50,50,50,0
557,50,50,50,0
558,50,50,50,0
559,50,50,50,0
560,50,50,50,0
561,50,50,50,0
562,50,50,50,0
563,50,50,50,0
564,50,50,50,0
565,50,50,50,0
566,50,50,50,0
567,50,50,50,0
568,50,50,50,0
569,50,50,50,0
570,50,50,50,0
571,50,50,50,0
572,50,50,50,0
573,50,50,50,0
574,50,50,50,0
575,50,50,50,0
576,50,50,50,0
577,50,50,50,0
578,50,50,50,0
579,50,50,50,0
580,50,50,50,0
581,50,50,50,0
582,50,50,50,0
583,50,50,50,0
584,50,50,50,0
585,50,50,50,0
586,50,50,50,0
587,50,50,50,0
588,50,50,50,0
589,50,50,50,0
590,50,50,50,0
591,50,50,50,0
592,50,50,50,0
593,50,50,50,0
594,50,50,50,0
595,50,50,50,0
596,50,50,50,0
597,50,50,50,0
598,50,50,50,0
599,50,50,50,0
600,50,50,50,0
601,50,50,50,0
602,50,50,50,0
603,50,50,50,0
604,50,50,50,0
605,50,50,50,0
606,50,50,50,0
607,50,50,50,0
608,50,50,50,0
609,50,50,50,0
610,50,50,50,0
611,50,50,50,0
612,50,50,50,0
613,50,50,50,0
614,50,50,50,0
615,50,50,50,0
616,50,50,50,0
617,50,50,50,0
618,50,50,50,0
619,50,50,50,0
620,50,50,50,0
621,50,50,50,0
622,50,50,50,0
623,50,50,50,0
624,50,50,50,0
625,50,50,50,0
626,50,50,50,0
627,50,50,50,0
628,50,50,50,0
629,50,50,50,0
630,50,50,50,0
631,50,50,50,0
632,50,50,50,0
633,50,50,50,0
634,50,50,50,0
635,50,50,50,0
636,50,50,50,0
637,50,50,50,0
638,50,50,50,0
639,50,50,50,0
640,50,50,50,0
641,50,50,50,0
642,50,50,50,0
643,50,50,50,0
644,50,50,50,0
645,50,50,50,0
646,50,50,50,0
647,50,50,50,0
648,50,50,50,0
649,50,50,50,0
650,50,50,50,0
651,50,50,50,0
652,50,50,50,0
653,50,50,50,0
654,50,50,50,0
655,50,50,50,0
656,50,50,50,0
657,50,50,50,0
658,50,50,50,0
659,50,50,50,0
660,50,50,50,0
661,50,50,50,0
662,50,50,50,0
663,50,50,50,0
664,50,50,50,0
665,50,50,48,0
666,50,50,50,0
667,50,50,50,0
668,50,50,50,0
669,50,50,50,0
670,50,50,50,0
671,50,50,50,0
672,50,50,50,0
673,50,50,50,0
674,50,50,50,0
675,50,50,50,0
676,50,50,50,0
677,50,50,50,0
678,50,50,50,0
679,50,50,50,0
680,50,50,50,0
681,50,50,48,0
682,50,50,50,0
683,50,50,50,0
684,50,50,50,0
685,50,50,50,0
686,50,50,50,0
687,50,50,50,0
688,50,50,50,0
689,50,50,50,0
690,50,50,50,0
691,50,50,50,0
692,50,50,50,0
693,50,50,50,0
694,50,50,46,0
695,50,50,50,0
696,50,50,50,0
697,50,50,50,0
698,50,50,50,0
699,50,50,50,0
700,50,50,50,0
701,50,50,50,0
702,50,50,50,0
703,50,50,50,0
704,50,50,50,0
705,50,50,50,0
706,50,50,50,0
707,50,50,50,0
708,50,50,50,0
709,50,50,50,0
710,50,50,50,0
711,50,50,50,0
712,50,50,50,0
713,50,50,50,0
714,50,50,50,0
715,50,50,50,0
716,50,50,50,0
717,50,50,50,0
718,50,50,50,0
719,50,50,50,0
720,50,50,50,0
721,50,50,50,0
722,50,50,50,0
723,50,50,50,0
724,50,50,50,0
725,50,50,50,0
726,50,50,50,0
727,50,50,50,0
728,50,50,50,0
729,50,50,50,0
730,50,50,50,0
731,50,50,50,0
732,50,50,48,0
733,50,50,50,0
734,50,50,50,0
735,50,50,50,0
736,50,50,50,0
737,50,50,50,0
738,50,50,50,0
739,50,50,50,0
740,50,50,50,0
741,50,50,50,0
742,50,50,50,0
743,50,50,50,0
744,50,50,50,0
745,50,50,50,0
746,50,50,50,0
747,50,50,50,0
748,50,50,50,0
749,50,50,50,0
750,50,50,50,0
751,50,50,50,0
752,50,50,50,0
753,50,50,50,0
754,50,50,50,0
755,50,50,50,0
756,50,50,50,0
757,50,50,50,0
758,50,50,50,0
759,50,50,50,0
760,50,50,50,0
761,50,50,50,0
762,50,50,50,0
763,50,50,50,0
764,50,50,48,0
765,50,50,50,0
766,50,50,50,0
767,50,50,50,0
768,50,50,50,0
769,50,50,50,0
770,50,50,50,0
771,50,50,50,0
772,50,50,50,0
773,50,50,50,0
774,50,50,50,0
775,50,50,50,0
776,50,50,50,0
777,50,50,50,0
778,50,50,50,0
779,50,50,50,0
780,50,50,50,0
781,50,50,50,0
782,50,50,50,0
783,50,50,50,0
784,50,50,50,0
785,50,50,50,0
786,50,50,50,0
787,50,50,50,0
788,50,50,50,0
789,50,50,50,0
790,50,50,50,0
791,50,50,50,0
792,50,50,50,0
793,50,50,50,0
794,50,50,50,0
795,50,50,50,0
796,50,50,50,0
797,50,50,50,0
798,50,50,50,0
799,50,50,50,0
800,50,50,50,0
801,50,50,50,0
802,50,50,50,0
803,50,50,50,0
804,50,50,50,0
805,50,50,50,0
806,50,50,50,0
807,50,50,50,0
808,50,50,50,0
809,50,50,50,0
810,50,50,50,0
811,50,50,50,0
812,50,50,50,0
813,50,50,50,0
814,50,50,50,0
815,50,50,50,0
816,50,50,50,0
817,50,50,50,0
818,50,50,50,0
819,50,50,50,0
820,50,50,50,0
821,50,50,50,0
822,50,50,50,0
823,50,50,50,0
824,50,50,48,0
825,50,50,50,0
826,50,50,50,0
827,50,50,50,0
828,50,50,50,0
829,50,50,50,0
830,50,50,50,0
831,50,50,50,0
832,50,50,50,0
833,50,50,50,0
834,50,50,50,0
835,50,50,50,0
836,50,50,50,0
837,50,50,50,0
838,50,50,50,0
839,50,50,50,0
840,50,50,50,0
841,50,50,50,0
842,50,50,50,0
843,50,50,50,0
844,50,50,50,0
845,50,50,50,0
846,50,50,50,0
847,50,50,50,0
848,50,50,46,0
849,50,50,50,0
850,50,50,50,0
851,50,50,50,0
852,50,50,50,0
853,50,50,50,0
854,50,50,50,0
855,50,50,50,0
856,50,50,50,0
857,50,50,50,0
858,50,50,50,0
859,50,50,50,0
860,50,50,50,0
861,50,50,50,0
862,50,50,50,0
863,50,50,50,0
864,50,50,50,0
865,50,50,50,0
866,50,50,50,0
867,50,50,50,0
868,50,50,50,0
869,50,50,50,0
870,50,50,50,0
871,50,50,50,0
872,50,50,50,0
873,50,50,50,0
874,50,50,50,0
875,50,50,50,0
876,50,50,50,0
877,50,50,50,0
878,50,50,50,0
879,50,50,50,0
880,50,50,50,0
881,50,50,50,0
882,50,50,50,0
883,50,50,50,0
884,50,50,50,0
885,50,50,50,0
886,50,50,50,0
887,50,50,50,0
888,50,50,50,0
889,50,50,50,0
890,50,50,50,0
891,50,50,48,0
892,50,50,46,0
893,50,50,50,0
894,50,50,50,0
895,50,50,50,0
896,50,50,50,0
897,50,50,50,0
898,50,50,50,0
899,50,50,50,0
900,50,50,50,0
901,50,50,50,0
902,50,50,50,0
903,50,50,50,0
904,50,50,50,0
905,50,50,50,0
906,50,50,50,0
907,50,50,50,0
908,50,50,50,0
909,50,50,50,0
910,50,50,50,0
911,50,50,50,0
912,50,50,50,0
913,50,50,50,0
914,50,50,50,0
915,50,50,50,0
916,50,50,50,0
917,50,50,50,0
918,50,50,50,0
919,50,50,50,0
920,50,50,50,0
921,50,50,50,0
922,50,50,50,0
923,50,50,50,0
924,50,50,50,0
925,50,50,50,0
926,50,50,50,0
927,50,50,50,0
928,50,50,50,0
929,50,50,50,0
930,50,50,50,0
931,50,50,50,0
932,50,50,50,0
933,50,50,50,0
934,50,50,50,0
935,50,50,50,0
936,50,50,50,0
937,50,50,50,0
938,50,50,48,0
939,50,50,50,0
940,50,50,50,0
941,50,50,50,0
942,50,50,50,0
943,50,50,50,0
944,50,50,50,0
945,50,50,50,0
946,50,50,50,0
947,50,50,50,0
948,50,50,50,0
949,50,50,50,0
950,50,50,50,0
951,50,50,50,0
952,50,50,50,0
953,50,50,50,0
954,50,50,50,0
955,50,50,50,0
956,50,50,50,0
957,50,50,50,0
958,50,50,50,0
959,50,50,50,0
960,50,50,50,0
961,50,50,50,0
962,50,50,50,0
963,50,50,50,0
964,50,50,50,0
965,50,50,50,0
966,50,50,50,0
967,50,50,50,0
968,50,50,50,0
969,50,50,50,0
970,50,50,50,0
971,50,50,50,0
972,50,50,50,0
973,50,50,50,0
974,50,50,50,0
975,50,50,50,0
976,50,50,50,0
977,50,50,50,0
978,50,50,50,0
979,50,50,50,0
980,50,50,50,0
981,50,50,50,0
982,50,50,50,0
983,50,50,50,0
984,50,50,50,0
985,50,50,50,0
986,50,50,46,0
987,50,50,50,0
988,50,50,50,0
989,50,50,50,0
990,50,50,50,0
991,50,50,50,0
992,50,50,50,0
993,50,50,50,0
994,50,50,50,0
995,50,50,50,0
996,50,50,50,0
997,50,50,50,0
998,50,50,50,0
999,50,50,50,0
